Location,QuadKey,Url,Size,UploadDate
Brazil,210112310,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112310/part-00062-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,158.5KB,2026-02-23
Brazil,210112311,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112311/part-00129-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,457.7KB,2026-02-23
Brazil,210112312,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112312/part-00197-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,390.7KB,2026-02-23
Brazil,210112313,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112313/part-00015-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,441.7KB,2026-02-23
Brazil,210112320,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112320/part-00066-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,26.3KB,2026-02-23
Brazil,210112321,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112321/part-00156-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,328.3KB,2026-02-23
Brazil,210112322,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112322/part-00086-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,133.3KB,2026-02-23
Brazil,210112323,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112323/part-00187-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,410.8KB,2026-02-23
Brazil,210112330,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112330/part-00102-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,502.3KB,2026-02-23
Brazil,210112331,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112331/part-00076-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.0MB,2026-02-23
Brazil,210112332,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112332/part-00183-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.2MB,2026-02-23
Brazil,210112333,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210112333/part-00100-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,130.9KB,2026-02-23
Brazil,210113000,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113000/part-00047-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,22.2KB,2026-02-23
Brazil,210113001,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113001/part-00191-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,5.3MB,2026-02-23
Brazil,210113010,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113010/part-00089-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,372.2KB,2026-02-23
Brazil,210113013,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113013/part-00149-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,19.1KB,2026-02-23
Brazil,210113020,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113020/part-00086-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.2MB,2026-02-23
Brazil,210113021,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113021/part-00183-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.3MB,2026-02-23
Brazil,210113022,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113022/part-00163-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,4.1MB,2026-02-23
Brazil,210113023,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113023/part-00138-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.4MB,2026-02-23
Brazil,210113030,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113030/part-00071-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,615.7KB,2026-02-23
Brazil,210113031,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113031/part-00101-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,6.3MB,2026-02-23
Brazil,210113032,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113032/part-00169-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.3MB,2026-02-23
Brazil,210113033,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113033/part-00125-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.3MB,2026-02-23
Brazil,210113102,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113102/part-00130-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,30.7KB,2026-02-23
Brazil,210113103,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113103/part-00177-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,788.7KB,2026-02-23
Brazil,210113112,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113112/part-00134-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,719.6KB,2026-02-23
Brazil,210113113,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113113/part-00138-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,244.2KB,2026-02-23
Brazil,210113120,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113120/part-00059-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.5MB,2026-02-23
Brazil,210113121,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113121/part-00052-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.2MB,2026-02-23
Brazil,210113122,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113122/part-00108-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,927.8KB,2026-02-23
Brazil,210113123,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113123/part-00101-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,588.7KB,2026-02-23
Brazil,210113130,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113130/part-00104-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,4.2MB,2026-02-23
Brazil,210113131,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113131/part-00198-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.6MB,2026-02-23
Brazil,210113132,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113132/part-00075-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,432.4KB,2026-02-23
Brazil,210113133,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113133/part-00039-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,738.1KB,2026-02-23
Brazil,210113200,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113200/part-00106-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,839.5KB,2026-02-23
Brazil,210113201,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113201/part-00172-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,768.8KB,2026-02-23
Brazil,210113202,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113202/part-00169-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.5MB,2026-02-23
Brazil,210113203,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113203/part-00117-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,498.4KB,2026-02-23
Brazil,210113210,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113210/part-00092-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.9MB,2026-02-23
Brazil,210113211,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113211/part-00119-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.2MB,2026-02-23
Brazil,210113212,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113212/part-00010-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.6MB,2026-02-23
Brazil,210113213,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113213/part-00187-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.6MB,2026-02-23
Brazil,210113220,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113220/part-00112-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,327.4KB,2026-02-23
Brazil,210113221,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113221/part-00105-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,512.7KB,2026-02-23
Brazil,210113222,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113222/part-00151-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,59.8KB,2026-02-23
Brazil,210113223,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113223/part-00197-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,837.9KB,2026-02-23
Brazil,210113230,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113230/part-00157-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,3.9MB,2026-02-23
Brazil,210113231,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113231/part-00033-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,8.6MB,2026-02-23
Brazil,210113232,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113232/part-00185-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.4MB,2026-02-23
Brazil,210113233,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113233/part-00020-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.9MB,2026-02-23
Brazil,210113300,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113300/part-00120-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,585.8KB,2026-02-23
Brazil,210113301,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113301/part-00076-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,311.7KB,2026-02-23
Brazil,210113302,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113302/part-00115-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,252.2KB,2026-02-23
Brazil,210113303,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113303/part-00098-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,258.3KB,2026-02-23
Brazil,210113310,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113310/part-00092-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,479.2KB,2026-02-23
Brazil,210113311,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113311/part-00047-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,252.3KB,2026-02-23
Brazil,210113312,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113312/part-00150-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,656.7KB,2026-02-23
Brazil,210113313,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113313/part-00014-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,684.6KB,2026-02-23
Brazil,210113320,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113320/part-00007-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,674.5KB,2026-02-23
Brazil,210113321,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113321/part-00186-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,176.5KB,2026-02-23
Brazil,210113322,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113322/part-00063-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,692.1KB,2026-02-23
Brazil,210113323,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113323/part-00172-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,108.8KB,2026-02-23
Brazil,210113330,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113330/part-00197-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,66.9KB,2026-02-23
Brazil,210113331,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113331/part-00151-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.8MB,2026-02-23
Brazil,210113332,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113332/part-00006-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,153.5KB,2026-02-23
Brazil,210113333,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210113333/part-00060-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.5MB,2026-02-23
Brazil,210120011,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120011/part-00142-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,75.1KB,2026-02-23
Brazil,210120013,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120013/part-00176-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,75.1KB,2026-02-23
Brazil,210120100,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120100/part-00110-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,6.7KB,2026-02-23
Brazil,210120101,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120101/part-00069-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,74.0KB,2026-02-23
Brazil,210120102,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120102/part-00138-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1017.5KB,2026-02-23
Brazil,210120103,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120103/part-00197-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.7MB,2026-02-23
Brazil,210120110,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120110/part-00058-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.8MB,2026-02-23
Brazil,210120111,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120111/part-00103-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,4.2MB,2026-02-23
Brazil,210120112,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120112/part-00189-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,563.0KB,2026-02-23
Brazil,210120113,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120113/part-00126-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.1MB,2026-02-23
Brazil,210120121,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120121/part-00152-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.4KB,2026-02-23
Brazil,210120130,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120130/part-00166-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,17.3KB,2026-02-23
Brazil,210120131,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120131/part-00089-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,309.4KB,2026-02-23
Brazil,210120133,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210120133/part-00002-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.8KB,2026-02-23
Brazil,210121000,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121000/part-00145-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,9.2MB,2026-02-23
Brazil,210121001,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121001/part-00195-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,3.0MB,2026-02-23
Brazil,210121002,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121002/part-00184-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.4MB,2026-02-23
Brazil,210121003,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121003/part-00065-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,967.5KB,2026-02-23
Brazil,210121010,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121010/part-00150-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,37.7KB,2026-02-23
Brazil,210121011,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121011/part-00041-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,226.0KB,2026-02-23
Brazil,210121012,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121012/part-00027-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,145.7KB,2026-02-23
Brazil,210121013,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121013/part-00148-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,14.2KB,2026-02-23
Brazil,210121020,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121020/part-00129-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,165.9KB,2026-02-23
Brazil,210121021,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121021/part-00070-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,3.1MB,2026-02-23
Brazil,210121022,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121022/part-00166-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,93.7KB,2026-02-23
Brazil,210121023,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121023/part-00168-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1004.3KB,2026-02-23
Brazil,210121030,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121030/part-00047-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,4.9MB,2026-02-23
Brazil,210121031,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121031/part-00068-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,47.6KB,2026-02-23
Brazil,210121032,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121032/part-00088-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.2MB,2026-02-23
Brazil,210121033,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121033/part-00012-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,528.0KB,2026-02-23
Brazil,210121100,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121100/part-00145-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.7MB,2026-02-23
Brazil,210121101,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121101/part-00186-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,327.5KB,2026-02-23
Brazil,210121102,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121102/part-00175-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,81.9KB,2026-02-23
Brazil,210121103,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121103/part-00074-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,896.8KB,2026-02-23
Brazil,210121110,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121110/part-00171-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,2.5MB,2026-02-23
Brazil,210121111,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121111/part-00002-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,653.0KB,2026-02-23
Brazil,210121112,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121112/part-00050-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,190.4KB,2026-02-23
Brazil,210121113,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121113/part-00044-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,733.9KB,2026-02-23
Brazil,210121120,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121120/part-00044-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,159.7KB,2026-02-23
Brazil,210121121,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121121/part-00107-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,214.7KB,2026-02-23
Brazil,210121122,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121122/part-00183-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,634.9KB,2026-02-23
Brazil,210121123,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121123/part-00104-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,1.1MB,2026-02-23
Brazil,210121130,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121130/part-00034-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,363.1KB,2026-02-23
Brazil,210121131,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121131/part-00162-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,948.3KB,2026-02-23
Brazil,210121132,https://minedbuildings.z5.web.core.windows.net/global-buildings/2026-02-03/global-buildings.geojsonl/RegionName=Brazil/quadkey=210121132/part-00080-4feead82-d499-422b-94cb-c036c212127a.c000.csv.gz,241.7KB,2026-02-23
